claim_id,domain,jurisdiction,route_or_entity,claim,claim_type,primary_source,publisher,source_date,retrieved_date,effective_date,confidence,contradiction_status,product_consequence,safe_interim_behavior
ES-AMT-001,mobility,Spain,EU Blue Card,"After INE published 2024 average earnings of EUR 29,540.26 on 28 May 2026, the ministry published EUR 41,356.36 general and EUR 33,085.09 reduced thresholds",fact,https://www.inclusion.gob.es/documents/d/unidadgrandesempresas/umbral-salarial.pdf,Spanish Ministry of Inclusion,2026-06,2026-09-11,2026-06-28,high,"Effective date is derived from the order's one-month rule and should be expert-confirmed","Binds numeric amounts to statistic and transition rule","Show predecessor value for applications before the effective transition"
AT-ADM-001,mobility,Austria,EU Blue Card,"Official migration guidance requires a three-year tertiary course or ICT manager/professional three relevant years in the prior seven, a binding offer of at least six months, qualification-related work, EUR 55,678 in 2026 including the stated treatment of annual salary plus special payments, and an AMS labour-market test",fact,https://www.migration.gv.at/en/types-of-immigration/permanent-immigration/eubluecard/,Austrian Federal Government,2026,2026-09-11,2026,high,"The candidate cannot establish the AMS no-equally-qualified-worker outcome","Creates separate qualification offer pay and authority-side labour-market predicates","Evaluate evidenced predicates but remain potential_match until AMS confirms its test"
DK-ADM-001,mobility,Denmark,Pay Limit Scheme,"For applications submitted from 1 January 2026 the Pay Limit minimum is DKK 552,000 annually or DKK 46,000 monthly; salary and terms must also correspond to Danish standards",fact,https://www.nyidanmark.dk/en-GB/Words-and-concepts/SIRI/Minimum-amounts/Pay-Limit-Scheme%27s-minimum-amount,SIRI,2025-12,2026-09-11,2026-01-01,high,none,"Separates numeric threshold from Danish-standards assessment","Do not treat threshold crossing as sufficient"
DK-SUP-001,source_governance,Denmark,Pay Limit Scheme,"The minimum is regulated each 1 January and extensions may continue using the amount applicable at the first application",fact,https://www.nyidanmark.dk/en-GB/Words-and-concepts/SIRI/Minimum-amounts/Pay-Limit-Scheme%27s-minimum-amount,SIRI,2025-12,2026-09-11,2026-01-01,high,none,"Requires application type and original application threshold version","Preserve initial-decision provenance for extensions"
DK-ADM-002,mobility,Denmark,Supplementary Pay Limit Scheme,"For applications submitted from 1 January 2026 the Supplementary Pay Limit minimum is DKK 446,000 annually",fact,https://www.nyidanmark.dk/en-GB/Words-and-concepts/SIRI/Minimum-amounts/The-Supplementary-Pay-Limit-Scheme%27s-minimum-amount,SIRI,2025-12,2026-09-11,2026-01-01,high,none,"Prevents conflating two salary schemes","Require explicit scheme selection and remaining scheme conditions"
FI-ADM-001,mobility,Finland,Specialist and EU Blue Card,"Migri sets EUR 3,937 gross monthly for both specialist and EU Blue Card routes in 2026, reviews the Blue Card amount annually, and excludes fringe benefits and daily allowances",fact,https://migri.fi/working-in-finland/income-requirement,Finnish Immigration Service,2026,2026-09-11,2026,high,none,"Requires route distinction despite equal current amounts and typed compensation exclusions","Count base cash salary only under the published definition"
FI-ADM-002,mobility,Finland,Specialist,"A specialist needs confirmed employment, duties requiring special expertise, EUR 3,937 monthly in 2026 and as a rule higher education or equivalent expertise acquired through experience or education",fact,https://migri.fi/en/specialist/en,Finnish Immigration Service,2026,2026-09-11,2026,high,"Expertise remains an authority judgement","Defines candidate, vacancy and pay evidence predicates","Return potential-match rather than definitive specialist classification"
BE-FL-LAW-001,mobility,Belgium-Flanders,highly skilled,"Flemish implementing rules effective 1 January 2026 require higher qualifications, a highly qualified function and generally 100 percent of average gross annual salary, reduced to 80 percent for enumerated locally employed groups",fact,https://codex.vlaanderen.be/PrintDocument.ashx?geannoteerd=false&id=1030031,Flemish Government,2026-01-01,2026-09-11,2026-01-01,high,none,"Adds controlling regional predicates and prevents national flattening","Require work region and local/posted status"
BE-FL-COMP-001,mobility,Belgium-Flanders,highly skilled compensation,"Only pay known with certainty at employment start counts; local employment may divide annual remuneration by 13.92 while posting uses 12; variable pay, unforeseen bonuses and expense reimbursements do not count",fact,https://www.vlaanderen.be/en/working-enterprise-and-investment/working/employing-a-foreigner-in-flanders/wages-and-allowances,Flemish Government,2026-06,2026-09-11,current,high,none,"Requires region-specific compensation normalization and employment arrangement","Do not compare a generic annualized salary without component and divisor provenance"
BE-FL-SUP-001,source_governance,Belgium-Flanders,highly skilled threshold,"In August 2026 Flanders continued using EUR 48,912 and EUR 39,129.60 for 2026 applications while awaiting new Statbel statistics",fact,https://www.vlaanderen.be/werken/een-buitenlander-in-vlaanderen-tewerkstellen/categorieen/hooggeschoolde,Flemish Government,2026-08,2026-09-11,2026-pending,high,"An announced successor dependency has not yet resolved","Creates high-frequency monitoring and pending-update status","Display pending update; quarantine if successor publishes"
PL-ADM-001,mobility,Poland,EU Blue Card,"For 2026 applications the required annual gross amount is PLN 160,264.08, calculated as 1.5 times PLN 8,903.56 times 12; the written contract must last at least six months",fact,https://mos.cudzoziemcy.gov.pl/kategorie-informacji/mobilnosc/mobilnosc-dlugoterminowa-blue-card/,Polish Office for Foreigners MOS,2026,2026-09-11,2026-applications,high,none,"Binds formula, statistic, application cohort and duration","Use application year rather than today's year for replay"
PL-PROC-001,source_governance,Poland,temporary residence filing,"From 27 April 2026 the temporary-residence application workflow is electronic through MOS; non-MOS filing is left unexamined",fact,https://migrant.poznan.uw.gov.pl/pl/procedury/zezwolenie-na-pobyt-czasowy-w-celu-wykonywania-pracy-w-zawodzie-wymagajacym-wyzszych,Greater Poland Voivodeship Office,2026-06,2026-09-11,2026-04-27,high,none,"Makes procedure version and filing channel material","Describe current filing channel but avoid personalised filing advice"
LU-ADM-001,mobility,Luxembourg,EU Blue Card,"Current Guichet guidance requires at least a six-month contract, EUR 65,652 annual salary and proof of high professional qualification",fact,https://guichet.public.lu/en/entreprises/ressources-humaines/recrutement/ressortissant-pays-tiers/plus-3-mois/salarie-hautement-qualifie.html,Guichet.lu,2026-03-03,2026-09-11,current,high,"Underlying Grand-Ducal regulation identifier and amount history remain unresolved","Creates current administrative candidate/offer predicates","Provisional potential-match only until underlying instrument chain is complete"
NO-ADM-001,mobility,Norway,skilled worker,"UDI requires a concrete offer from one specific Norwegian employer and education or vocational qualifications appropriate to skilled work",fact,https://www.udi.no/en/want-to-apply/work-immigration/skilled-workers/?c=xxx,Norwegian Directorate of Immigration,2026,2026-09-11,current,high,"Detailed qualification equivalence and job-level matching remain authority assessments","Creates employer-specific offer and qualification predicates","Return potential-match plus unresolved authority assessment"
NO-FRAUD-001,employer,Norway,skilled worker offer confirmation,"For relevant self-filed applications from abroad since 19 February 2026, the employer confirms the offer to UDI and supplies a code without which the application cannot be submitted",fact,https://www.udi.no/en/important-messages/confirmation-of-a-job-offer/,Norwegian Directorate of Immigration,2026-02-19,2026-09-11,2026-02-19,high,none,"Creates a high-value vacancy authenticity primitive while preserving workflow scope","Do not demand the code where the employer files or the workflow is outside scope"
CH-LAW-001,mobility,Switzerland,third-country employment,"SEM's statutory summary identifies overall economic interest, annual quotas, Swiss/EU-EFTA precedence, customary regional/sector salary and conditions, and personal qualification criteria",fact,https://www.sem.admin.ch/sem/en/home/themen/arbeit/nicht-eu_efta-angehoerige/grundlagen_zur_arbeitsmarktzulassung.html,Swiss State Secretariat for Migration,2026-07,2026-09-11,current,high,"Cantonal implementation, live quota and discretionary assessment cannot be fully automated","Defines an evidence-and-review workflow rather than an eligibility calculator","Always require employer/cantonal review"
UK-RULE-001,mobility,United Kingdom,Skilled Worker,"Appendix Skilled Worker requires mandatory sponsorship, appropriate skill level and English points plus one salary/tradeable-points option; standard option A is both GBP 41,700 and the occupation going rate",fact,https://www.gov.uk/guidance/immigration-rules/immigration-rules-appendix-skilled-worker,UK Home Office,2026-08-03,2026-09-11,current,high,none,"Requires multi-branch rules and occupation-specific going rates","General information only pending IAA scope approval"
UK-SP-002,employer,United Kingdom,Skilled Worker sponsorship,"A valid Certificate of Sponsorship is job- and applicant-specific, normally no more than three months old, and the sponsor must be authorised for the route and generally A-rated; the decision maker also assesses whether the job exists and is genuine",fact,https://www.gov.uk/guidance/immigration-rules/immigration-rules-appendix-skilled-worker,UK Home Office,2026-08-03,2026-09-11,current,high,none,"Proves that register presence is only one employer-evidence layer","Never equate licensed sponsor with sponsorable or genuine vacancy"
UK-SUP-001,source_governance,United Kingdom,Skilled Worker,"Current Appendix Skilled Worker was updated 3 August 2026 and a Statement of Changes was published 3 September 2026, requiring commencement-level review before assuming the live rule text incorporates every announced change",fact,https://www.gov.uk/government/publications/statement-of-changes-to-the-immigration-rules-hc-584-3-september-2026/statement-of-changes-to-the-immigration-rules-hc-584-3-september-2026-accessible,UK Home Office,2026-09-03,2026-09-11,pending-commencements,high,"A later statement can preannounce changes not yet effective","Creates enactment-versus-commencement monitoring","Quarantine affected branches until commencement mapping is complete"
AI-EU-001,regulatory,EU,AI Act application,"Regulation 2024/1689 applies generally from 2 August 2026, while Article 6(1) product-safety classification and corresponding obligations apply from 2 August 2027",fact,https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:32024R1689,European Union,2024-07-12,2026-09-11,2026-08-02,high,none,"Requires provision-level applicability dates rather than one AI Act date","Maintain an applicability matrix and obtain counsel review"
AI-EU-002,regulatory,EU,AI Act Annex III employment,"Annex III covers AI systems intended for recruitment or selection, including targeted job ads, application analysis/filtering and candidate evaluation",fact,https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:32024R1689,European Union,2024-07-12,2026-09-11,2026-08-02,high,"AutoTime's candidate-side self-assessment is not expressly classified; intended purpose and actual deployment require legal analysis","Employer-facing candidate ranking/filtering is a high-risk boundary","Prohibit employer ranking/filtering deployment pending conformity assessment and counsel"
GDPR-EU-001,privacy,EU,personal-data principles,"GDPR Article 5 requires purpose limitation, minimisation, accuracy, storage limitation, security and demonstrable accountability",fact,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0679,European Union,2016-04-27,2026-09-11,2018-05-25,high,none,"Immutable audit does not justify indefinite identifiable candidate-data retention","Separate legal/audit metadata from erasable or anonymisable personal payloads"
GDPR-EU-002,privacy,EU,automated decisions,"GDPR Article 22 restricts solely automated decisions with legal or similarly significant effect and requires safeguards including human intervention, expression of view and contest in applicable exception cases",fact,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0679,European Union,2016-04-27,2026-09-11,2018-05-25,high,none,"Decision impact and human role must be assessed; explanation/correction UX supports but does not alone establish compliance","Avoid consequential automated employer decisions and complete DPIA analysis"
UK-PRV-001,privacy,United Kingdom,automated decisions,"ICO states its automated-decision/profiling guidance is under review after the Data (Use and Access) Act and expects final updated guidance in winter 2026",fact,https://ico.org.uk/about-the-ico/what-we-do/our-plans-for-new-and-updated-guidance/technology/,Information Commissioner's Office,2026-09,2026-09-11,pending,high,"Existing UK guidance may change and must not be treated as settled current interpretation","Creates a monitored pending-guidance dependency","Refresh the DPIA and output controls when final guidance publishes"
SE-LAW-001,mobility,Sweden,EU Blue Card,"Chapter 6a of the Aliens Act requires a highly qualified employment contract of at least six months and pay at least 1.25 times average gross annual salary",fact,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/svensk-forfattningssamling/utlanningslag-2005716_sfs-2005-716/,Swedish Parliament,2024-12-18,2026-09-11,2025-01-01,high,none,"Anchors duration and formula in national law rather than guidance alone","Compile the statutory rule with separately versioned annual amount"
SE-LAW-002,mobility,Sweden,EU Blue Card ICT experience,"The Aliens Ordinance limits the three-years-in-seven professional-experience branch to SSYK group 131 or major group 25 and requires relevant specific competence comparable to higher education",fact,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/svensk-forfattningssamling/utlanningsforordning-200697_sfs-2006-97/,Swedish Parliament,2024-12-18,2026-09-11,current,high,none,"Prevents the ICT experience exception being generalized to all occupations","Require occupation-code and experience evidence before matching this branch"
FI-LAW-001,mobility,Finland,EU Blue Card,"Act 224/2024 section 5 requires a contract or binding offer of at least six months, salary at least average gross employee pay, high professional qualifications and any regulated-profession evidence",fact,https://finlex.fi/fi/lainsaadanto/2024/224,Finlex,2024-04-26,2026-09-11,2024-05-13,high,none,"Anchors the current Blue Card predicates and salary formula in statute","Keep route and annual calculated amount separately versioned"
FI-SUP-001,source_governance,Finland,EU Blue Card,"Act 224/2024 replaced the older Aliens Act Blue Card formulation that required a one-year offer and 1.5 times average salary with a six-month offer and average-salary floor",fact,https://finlex.fi/fi/lainsaadanto/2024/224,Finlex,2024-04-26,2026-09-11,2024-05-13,high,"Historical search results still expose the superseded section 73a formulation","Creates an explicit supersession guard against stale rule ingestion","Reject pre-13-May-2024 rules for current decisions while preserving them for replay"
AT-LAW-001,mobility,Austria,EU Blue Card,"Consolidated NAG section 42 effective 7 August 2026 requires the regional AMS written notification under AuslBG section 20d and normally grants two years or contract duration plus three months where shorter",fact,https://ris.bka.gv.at/Dokumente/Bundesnormen/NOR40277994/NOR40277994.html,Austrian Legal Information System,2026-08-06,2026-09-11,2026-08-07,high,"The AuslBG predicate and annual salary-statistic chain still require complete capture","Closes the residence-title link but retains authority-side dependency","Return potential-match until AMS and employment-law predicates are evidenced"
AT-LAW-002,mobility,Austria,EU Blue Card,"AuslBG section 12c requires a three-year tertiary qualification and qualification-related work paid at least the latest Statistik Austria average gross annual salary for full-time employees; ICT ISCO-08 groups 133 and 25 may instead evidence three relevant years in the preceding seven comparable to the degree",fact,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Anlage=&Artikel=&FassungVom=2026-02-16&Gesetzesnummer=10008365&Paragraf=12c&Uebergangsrecht=,Austrian Legal Information System,2022-07-20,2026-09-12,2022-10-01,high,"AMS labour-market assessment under the cross-referenced provisions remains an authority-side outcome","Closes the employment-law qualification salary-formula and ICT-experience predicates","Do not infer AMS approval; require ISCO and evidence-window support for the experience branch"
AT-STAT-001,mobility,Austria,EU Blue Card,"Federal migration guidance identifies the 2026 threshold as EUR 55,678 and a separate official income page identifies EUR 55,678 as the 2024 median gross annual income of full-time employees",fact,https://www.migration.gv.at/de/leben-und-arbeiten-in-oesterreich/oesterreich-stellt-sich-vor/einkommen-und-steuern/,Austrian Federal Government,2026,2026-09-12,2026,high,"The publication workflow from Statistik Austria observation to route-year label should be monitored annually","Makes the statutory latest-published statistic reproducible for 2026 and explains the source year","Store statistic year and route applicability year separately; re-check at each announced annual update"
MKT-NL-001,market,Netherlands,highly skilled migrant inflow,"CBS records 16,085 non-EU/EFTA knowledge-migrant arrivals in 2024 and 13,905 in 2025 compared with 26,180 in 2022",fact,https://www.cbs.nl/nl-nl/cijfers/detail/84809NED,Statistics Netherlands,2026-07,2026-09-12,2025,high,"Arrival counts are people classified by migration motive rather than permit applications unique active jobseekers or addressable customers","Closes the direction and scale of the Netherlands national-route demand proxy while showing a 46.9 percent decline from 2022 to 2025","Use as corridor activity and trend evidence only; never equate arrivals with TAM"
MKT-NL-002,market,Netherlands,highly skilled migrant inflow,"CBS reports approximately 14,000 non-EU knowledge migrants arriving in 2025 and states the count had approximately halved from 26,000 in 2022",fact,https://www.cbs.nl/nl-nl/nieuws/2026/27/minder-immigratie-in-2025-vooral-minder-asiel-en-kennismigranten,Statistics Netherlands,2026,2026-09-12,2025,high,"Rounded news figures corroborate the detailed table but do not identify technology occupations or acquisition reach","Provides an independent official narrative check on the detailed series and weakens any growth-based Netherlands thesis","Retain Netherlands for sponsor-verification wedge not because of assumed volume growth"
PT-REG-001,employer_verification,Portugal,Tech Visa certified companies,"IAPMEI publishes a Tech Visa certified-company list containing corporate tax number legal name certification date and expiration date and separately provides access-code validation for the mandatory employer responsibility term",fact,https://www.iapmei.pt/PRODUTOS-E-SERVICOS/Empreendedorismo-Inovacao/Empreendedorismo-%281%29/DOCS_Emp/EmpresasCertificadasTechVsa.aspx,IAPMEI,2026-06-22,2026-09-12,current_mutable_register,high,"The index page can show an older timestamp while the linked downloadable list is newer and expired rows may remain visible","Creates authoritative company identity and time-bounded certification evidence plus a job-specific responsibility-term validation primitive","Match by NIF and legal name; require certification validity at decision date; never infer an unvalidated responsibility term"
LU-LAW-001,mobility,Luxembourg,EU Blue Card,"Consolidated Law of 29 August 2008 article 45 requires high professional qualifications, a valid highly qualified contract and salary at least the amount fixed by Grand-Ducal regulation",fact,https://legilux.public.lu/eli/etat/leg/loi/2008/08/29/n1/art_14,Legilux,2026-06-12,2026-09-11,2026-06-12,high,"The exact current Grand-Ducal amount regulation remains unresolved","Anchors legal predicates while keeping the mutable numeric instrument separate","Do not treat the administrative EUR 65,652 figure as self-proving statutory provenance"
CZ-LAW-001,mobility,Czechia,EU Blue Card,"Current Aliens Act section 42j requires a highly qualified contract or future contract for at least six months at statutory weekly hours and gross pay of at least 1.5 times the annually announced average gross annual wage",fact,https://e-sbirka.gov.cz/sb/1999/326/?zalozka=text,Czech e-Sbírka,2026-06-12,2026-09-11,2026-06-12,high,"Older ministry material still states a one-year contract","Resolves current law in favour of six months and identifies stale administrative content","Use current statutory duration; show conflict warning where stale page is surfaced"
CZ-AMT-001,mobility,Czechia,EU Blue Card,"MPSV announcement 44/2026 sets the reference average at CZK 590,580 annually for 1 May 2026 through 30 April 2027; applying the statutory 1.5 multiplier yields CZK 885,870 annually or CZK 73,822.50 monthly",fact,https://e-sbirka.gov.cz/sb/2026/44,Czech e-Sbírka,2026-03-24,2026-09-11,2026-05-01,high,none,"Closes the current numeric chain and supplies exact effective dates","Store reference and derived threshold separately; replay across 1 May"
LT-AMT-001,mobility,Lithuania,EU Blue Card,"The Migration Department published 2026 BDU of EUR 2,411.40 and exact multiples of EUR 2,893.68 at 1.2 and EUR 3,617.10 at 1.5 for applications accepted from 12 May 2026",fact,https://migracija.lrv.lt/lt/naujienos/paskelbti-nauji-kalendoriniu-metu-darbo-uzmokescio-dydziai-kgN/,Lithuanian Migration Department,2026-05-19,2026-09-11,2026-05-12,high,"Pre-12-May intermediary letters enter a transition workflow and post-25-May stale letters are returned for correction","Closes the 2026 numeric successor and creates a cohort boundary","Version by acceptance/intermediary-letter date and retain transition state"
MKT-004,market,EU,EU Blue Card issuance,"EU Member States issued 78,096 EU Blue Cards in 2024, down 12.3 percent from 89,055 in 2023 after 81,846 in 2022",fact,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/70280.pdf,Eurostat,2026-01,2026-09-11,2024,high,"Eurostat says the 2024 fall was probably related to directive revision; this is not causal proof of demand decline","Prevents one-year issuance from being treated as a stable growth rate","Use multi-year scenarios and do not claim market growth from this series"
MKT-005,market,EU,EU Blue Card concentration,"Germany, Poland, Hungary, France and Spain accounted for 89.5 percent of 2024 EU Blue Cards; Germany alone issued 56,252 or 72.0 percent",fact,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/70280.pdf,Eurostat,2026-01,2026-09-11,2024,high,none,"Revealed Blue Card demand is highly concentrated and argues against simultaneous equal-depth launch across Europe","Fund Germany depth first and treat expansion as evidence-gated"
MKT-006,market,EU,EU Blue Card origin demand,"Indian citizens received 16,300 EU Blue Cards in 2024 or 21 percent of the EU total",fact,https://ec.europa.eu/eurostat/en/web/products-eurostat-news/w/wdn-20260127-1,Eurostat,2026-01-27,2026-09-11,2024,high,none,"Supports India as a corridor-research hypothesis but does not establish reachable paying demand","Run origin-specific acquisition and willingness-to-pay tests before allocating growth spend"
MKT-007,market,EU,EU Blue Card measurement,"Eurostat's Blue Card statistical unit is people covered by administrative procedures and a person can be counted more than once where different procedures or multiple cards occur in a year",fact,https://ec.europa.eu/eurostat/cache/metadata/en/migr_resbcard_esms.htm,Eurostat,2025-08,2026-09-11,2024-framework,high,none,"Permit counts are not unique customers and cannot directly equal TAM","Apply a documented unique-person and reachable-user adjustment before revenue sizing"
PT-IAS-001,mobility,Portugal,Tech Visa,"Portaria 480-A/2025 sets the 2026 IAS at EUR 537.13 from 1 January 2026 and expressly revokes Portaria 6-B/2025; the Tech Visa 2.5-IAS floor therefore derives to EUR 1,342.825 before the route's required rounding treatment",fact,https://diariodarepublica.pt/dr/detalhe/portaria/480-a-2025-993056222,Portuguese Official Gazette,2025-12-30,2026-09-11,2026-01-01,high,"The Tech Visa source must confirm whether and how the derived cent fraction is rounded","Closes IAS provenance and predecessor supersession while preserving a rounding review","Store IAS and multiplier separately; no exact-boundary pass until rounding is confirmed"
BE-WA-LAW-001,mobility,Belgium-Wallonia,EU Blue Card,"Walloon Government Decree of 6 June 2024 article 25 requires an indefinite or at least six-month employment instrument, an annually adjusted salary floor, higher qualifications, and allows three relevant years in seven for ICT managers or specialists",fact,https://wallex.wallonie.be/nl/contents/acts/106/106333/1.html,WALLEX,2024-06-06,2026-09-11,2024-09-01,high,"Displayed historical amount must be combined with the current annual adjustment rather than treated as static","Anchors the Walloon branch and ICT-experience exception in regional law","Compile current adjusted amount separately and require region evidence"
BE-BR-LAW-001,mobility,Belgium-Brussels,EU Blue Card,"Brussels Government Decree of 16 May 2024 article 22 requires an indefinite or at least six-month contract, salary at least 100 percent of Brussels average gross monthly pay, and higher qualifications or the three-in-seven ICT experience branch",fact,https://etaamb.openjustice.be/fr/arrete-du-gouvernement-de-la-region-de-bruxellescapit_n2024005124.html,Belgian Official Gazette mirror,2024-05-16,2026-09-11,2024-10-01,medium,"Exact canonical eJustice retrieval and current consolidation remain to be captured","Anchors the Brussels formula and qualification branches but is not canonical-source complete","Use current regional administrative amount and retain legal-source-review flag"
IE-AMT-001,mobility,Ireland,Critical Skills Employment Permit,"S.I. 643/2025 commenced its remuneration amendments on 1 March 2026 and sets Schedule 8 Critical Skills values at EUR 40,904 for the standard listed-occupation branches and EUR 36,848 for a qualifying Level-8-or-higher award obtained within the prior 12 months; it also substitutes EUR 68,911 for the prior EUR 64,000 high-pay figure",fact,https://www.legislation.ie/eli/2025/si/643/made/en/pdf,Irish Statute Book legislation service,2025-12-30,2026-09-11,2026-03-01,high,none,"Resolves the official-page discrepancy by source precedence and separates standard graduate and high-pay branches","Use statutory values and effective date; retain conflicting DETE table as monitored defect"
IT-ADM-001,mobility,Italy,EU Blue Card,"The government migrant-integration portal describes the ISTAT annual average gross remuneration floor as approximately EUR 36,300 and separately requires salary not below the applicable national collective agreement",fact,https://www.integrazionemigranti.gov.it/it-it/Ricerca-news/Dettaglio-news/id/1978/Cose-e-come-si-richiede-la-carta-blue-Ue,Italian Ministries integration portal,2024-04,2026-09-11,current-page-undated,high,"The linked ISTAT table observation and publication vintage are not exposed in a stable cited snapshot; approximately is not an exact boundary","Narrows the scale but confirms the legal test is max of two independent floors","Never use EUR 36,300 for exact pass/fail; require exact ISTAT observation and applicable CCNL"
IT-CCNL-001,mobility,Italy,national collective agreements,"The Labour Ministry states Italy has no single statutory minimum wage applicable across all workers and that national collective bargaining agreements are central to determining sufficient and proportionate pay by the employer's economic category",fact,https://distaccoue.lavoro.gov.it/it-it/Aree-Tematiche/Area-Tematica/id/3/National-Collective-agreements,Italian Ministry of Labour,2026,2026-09-11,current,high,"Selecting the applicable agreement and level remains employer/job-specific","Confirms that a single Italy salary threshold would be structurally unsafe","Require employer sector CCNL identifier level and current pay table or return review_required"
CMP-006,competition,Global,Fragomen Technologies,"Fragomen markets immigration technology spanning case initiation documents status and knowledge products across more than 170 jurisdictions and states that its knowledge group maintains 50000 research data points across 130 countries",vendor_claim,https://www.fragomen.com/our-tech-and-innovation/fragomen-technologies.html,Fragomen,2026,2026-09-12,current,medium,"Scale and corpus figures are vendor claims and do not establish accuracy or outcomes","Demonstrates that breadth expert operations and structured knowledge are incumbent capabilities rather than an AutoTime moat","Do not claim defensibility from country count citations or an expert network alone"
CMP-007,competition,Global,Envoy Global,"Envoy markets pre-hire eligibility assessment with legal guidance case and document management HRIS connections spend forecasting AI validation and direct legal-team access",vendor_claim,https://www.envoyglobal.com/why-envoy-global/technology/,Envoy Global,2026,2026-09-12,current,medium,"Capability descriptions are vendor claims and the workflow is employer-side","Shows that eligibility screening connected to counsel is an established competitive bundle","Differentiate only where candidate control vacancy specificity independence and measured longitudinal utility are demonstrated"
